# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
      1344-218-52792 0.606530 5.415398 0.755666 0.320000 4492.500492  B    M 1.979700 5.415398 0.755666
      1344-218-52792 0.606470 5.075725 0.730795 0.320000 4492.332708 C*    M 1.979700 5.075725 0.730795
      1344-218-52792 0.636710 4.252433 0.542552 0.320000 4576.895844  C    M 1.979700 4.252433 0.542552
      1344-218-52792 1.859160 1.053806 0.183970 0.210000 7995.355024  D    M 1.979700 1.053806 0.183970
      1344-356-52792 0.759630 0.933719 0.094338 0.170000 4920.629332  C    M 0.777100 0.933719 0.094338
      1344-321-52792 0.772870 0.630616 0.149475 0.270000 4957.653668 C*    M 2.441000 0.630616 0.149475
      1344-321-52792 1.611700 1.142934 0.286021 0.340000 7303.357880  D    M 2.441000 1.142934 0.286021
       1344-46-52792 2.090960 1.584944 0.243937 0.240000 8643.560544  A   CF 2.240600 1.584944 0.243937
       1344-56-52792 0.554180 0.999884 0.055978 0.140000 4346.108952  A   MF 0.552700 0.999884 0.055978
      1344-441-52792 0.835150 0.781408 0.187996 0.280000 5131.813460  D    M 1.112600 0.781408 0.187996
      1344-531-52792 0.542950 0.889206 0.124437 0.300000 4314.705380  C    M 0.542700 0.889206 0.124437
      1344-326-52792 0.792160 0.325306 0.077560 0.200000 5011.596224  D    M 1.411400 0.325306 0.077560
       409-282-51871 1.579830 1.962532 0.209316 0.140000 7214.236612  C    M 3.985600 1.962532 0.209316
       409-220-51871 0.741430 1.418949 0.243478 0.260000 4869.734852  C    M 2.191700 1.418949 0.243478
       409-220-51871 1.338360 0.789015 0.169777 0.220000 6538.989904  D    M 2.191700 0.789015 0.169777
       409-220-51871 1.707930 0.959035 0.198676 0.220000 7572.455452  C    M 2.191700 0.959035 0.198676
       409-167-51871 1.651840 0.405379 0.080322 0.110000 7415.605376  B   MC 2.124700 0.405379 0.080322
       409-528-51871 0.935880 0.730934 0.122425 0.150000 5413.494832  C    M 0.954700 0.730934 0.122425
       409-499-51871 1.506520 1.303401 0.270495 0.270000 7009.232528 C*    M 1.868300 1.303401 0.270495
       409-271-51871 0.432410 0.703709 0.157776 0.250000 4005.591324  E    M 1.602300 0.703709 0.157776
       409-146-51871 0.799010 0.494161 0.118954 0.150000 5030.751564  E    M 2.246500 0.494161 0.118954
       409-146-51871 2.017750 1.243973 0.231961 0.170000 8438.836100  D    M 2.246500 1.243973 0.231961
       409-146-51871 2.018290 1.238450 0.102045 0.170000 8440.346156  D    M 2.246500 1.238450 0.102045
        409-82-51871 1.228450 0.394445 0.095582 0.180000 6231.637580  C    M 1.720500 0.394445 0.095582
       409-222-51871 1.443900 0.388723 0.093294 0.150000 6834.121960  D    M 2.153900 0.388723 0.093294
       409-222-51871 1.966980 1.194818 0.285813 0.150000 8296.862872  C    M 2.153900 1.194818 0.285813
       409-462-51871 0.578770 1.173065 0.219158 0.260000 4414.872428  B    M 0.650100 1.173065 0.219158
       420-261-51871 0.697980 0.313902 0.076562 0.300000 4748.231272  C    M 2.038800 0.313902 0.076562
       420-255-51871 0.643860 0.526809 0.055966 0.100000 4596.890104  C    M 2.042700 0.526809 0.055966
       420-361-51871 1.766320 0.856372 0.214003 0.250000 7735.737248  C    M 1.844600 0.856372 0.214003
       420-119-51871 0.748100 0.282593 0.055489 0.080000 4888.386840  C    M 2.648500 0.282593 0.055489
       420-329-51871 0.801960 0.613221 0.119315 0.420000 5039.000944  D    M 0.871400 0.613221 0.119315
       420-333-51871 0.957170 1.871069 0.377075 0.290000 5473.030188 C*    M 2.953000 1.871069 0.377075
        420-82-51871 0.501270 0.943868 0.093920 0.180000 4198.151428  C    M 0.501300 0.943868 0.093920
       420-563-51871 1.874930 1.023329 0.150612 0.180000 8039.454252  A   MC 2.073000 1.023329 0.150612
       420-602-51871 0.398430 0.803759 0.185923 0.150000 3910.569652  C    M 0.906100 0.803759 0.185923
        420-12-51871 1.804520 0.987691 0.193616 0.230000 7842.559728  C    M 2.153200 0.987691 0.193616
        420-12-51871 1.992990 1.186439 0.200803 0.230000 8369.597236  B    M 2.153200 1.186439 0.200803
        420-12-51871 2.012010 0.970116 0.222443 0.230000 8422.784764 C*    M 2.153200 0.970116 0.222443
       420-304-51871 0.426910 1.227828 0.257199 0.540000 3990.211124  D    M 1.619100 1.227828 0.257199
       420-614-51871 0.991520 0.851611 0.137583 0.280000 5569.086528  C    M 1.100000 0.851611 0.137583
       420-289-51871 0.397700 2.725907 0.501538 0.410000 3908.528280  E    M 1.652400 2.725907 0.501538
       420-295-51871 0.791910 0.373903 0.088732 0.210000 5010.897124  D    M 1.831200 0.373903 0.088732
       420-295-51871 1.277190 0.480417 0.104515 0.200000 6367.934116  C    M 1.831200 0.480417 0.104515
       420-295-51871 1.286700 0.783662 0.130756 0.200000 6394.527880  C    M 1.831200 0.783662 0.130756
       420-295-51871 1.320670 0.481757 0.099971 0.200000 6489.521588 C*    M 1.831200 0.481757 0.099971
       420-295-51871 1.807440 2.405394 0.244351 0.200000 7850.725216  C    M 1.831200 2.405394 0.244351
       420-352-51871 1.272170 0.487640 0.114428 0.160000 6353.896188 C*    M 1.359600 0.487640 0.114428
       420-121-51871 1.795580 1.475544 0.328018 0.400000 7817.559912  C    M 2.928700 1.475544 0.328018
         420-6-51871 0.649510 1.387079 0.321308 0.360000 4612.689764  C    M 1.201800 1.387079 0.321308
       295-547-51985 0.506010 0.896408 0.181938 0.310000 4211.406364 C*    M 1.441400 0.896408 0.181938
       295-300-51985 1.459110 0.367206 0.074417 0.150000 6876.655204 C*    M 4.171700 0.367206 0.074417
       295-496-51985 0.382140 0.307494 0.066563 0.180000 3865.016296  C    M 1.489200 0.307494 0.066563
       295-566-51985 0.372530 0.958813 0.225860 0.210000 3838.142892  C    M 1.368800 0.958813 0.225860
       295-567-51985 1.329490 0.411678 0.097017 0.190000 6514.185836  C    M 1.574100 0.411678 0.097017
       295-329-51985 0.680650 0.753875 0.073781 0.100000 4699.769660  C    M 2.812600 0.753875 0.073781
       295-329-51985 1.096530 0.319576 0.077748 0.190000 5862.736492 E*    M 2.812600 0.319576 0.077748
       295-329-51985 1.199370 0.921173 0.153226 0.140000 6150.318268 C*    M 2.812600 0.921173 0.153226
       295-577-51985 1.070000 0.519807 0.124155 0.180000 5788.548000 C*    M 1.839600 0.519807 0.124155
       295-325-51985 0.611660 0.541057 0.128439 0.240000 4506.846024  C    M 1.396300 0.541057 0.128439
       295-325-51985 0.888460 0.274298 0.054012 0.130000 5280.889544  B    M 1.396300 0.274298 0.054012
       295-325-51985 1.310620 0.154937 0.030295 0.130000 6461.417768  D    M 1.396300 0.154937 0.030295
       295-636-51985 0.746460 0.733484 0.124251 0.130000 4883.800744  D    M 2.405100 0.733484 0.124251
       295-636-51985 0.755870 0.969320 0.113334 0.130000 4910.114868  A   MF 2.405100 0.969320 0.113334
       295-636-51985 0.760580 0.535619 0.084631 0.130000 4923.285912  D    M 2.405100 0.535619 0.084631
       295-636-51985 0.842150 0.334392 0.037999 0.130000 5151.388260  C    M 2.405100 0.334392 0.037999
       295-636-51985 0.921050 0.308685 0.046849 0.120000 5372.024220 C*    M 2.405100 0.308685 0.046849
       295-636-51985 0.940620 0.364832 0.066474 0.120000 5426.749768  D    M 2.405100 0.364832 0.066474
       295-636-51985 1.041200 0.280717 0.059769 0.120000 5708.011680  D    M 2.405100 0.280717 0.059769
       295-636-51985 1.179150 0.508455 0.122984 0.120000 6093.775060  B    M 2.405100 0.508455 0.122984
       295-636-51985 1.289740 0.210504 0.045857 0.120000 6403.028936  C    M 2.405100 0.210504 0.045857
       295-636-51985 1.515200 0.863152 0.067987 0.120000 7033.505280  B    M 2.405100 0.863152 0.067987
      1380-318-53084 1.977610 2.257851 0.311324 0.180000 8326.588604  C    M 2.116000 2.257851 0.311324
      1380-619-53084 1.770690 0.325190 0.058830 0.120000 7747.957516  D    M 2.306400 0.325190 0.058830
      1380-619-53084 1.827020 0.364695 0.085956 0.120000 7905.478728  D    M 2.306400 0.364695 0.085956
      1380-314-53084 2.109020 0.731099 0.091347 0.180000 8694.063528  A   CF 2.108500 0.731099 0.091347
      1380-483-53084 0.769990 0.764411 0.135594 0.340000 4949.600036  D    M 1.507700 0.764411 0.135594
       1380-41-53084 0.964340 1.359744 0.099270 0.260000 5493.080376  A   MF 0.971100 1.359744 0.099270
       1380-23-53084 1.181070 0.497004 0.102702 0.160000 6099.144148  D    M 3.743100 0.497004 0.102702
       1380-23-53084 1.333200 2.928596 0.142294 0.160000 6524.560480  C    M 3.743100 2.928596 0.142294
       1380-23-53084 1.436680 0.468670 0.096853 0.160000 6813.931952  B    M 3.743100 0.468670 0.096853
       1380-23-53084 1.538760 3.628149 0.174101 0.160000 7099.388464  B    M 3.743100 3.628149 0.174101
       1380-23-53084 1.545570 3.854539 0.190920 0.160000 7118.431948  B    M 3.743100 3.854539 0.190920
       1380-23-53084 1.550480 2.543051 0.199178 0.160000 7132.162272  B    M 3.743100 2.543051 0.199178
       1380-10-53084 0.378230 2.565610 0.610929 0.470000 3854.082372  D    M 1.966600 2.565610 0.610929
       1380-10-53084 1.482980 0.879588 0.184859 0.240000 6943.405272  C    M 1.966600 0.879588 0.184859
      1380-320-53084 0.647890 0.300991 0.071000 0.120000 4608.159596  D    M 0.637700 0.300991 0.071000
       1380-15-53084 0.550020 0.412253 0.089676 0.190000 4334.475928  D    M 1.823400 0.412253 0.089676
      1380-450-53084 0.463370 0.912278 0.176989 0.200000 4092.167868  D    M 0.812500 0.912278 0.176989
      1380-252-53084 1.835430 0.738512 0.095929 0.220000 7928.996452  A    M 1.854400 0.738512 0.095929
      1380-311-53084 0.433370 0.289527 0.071161 0.160000 4008.275868  C    M 1.584500 0.289527 0.071161
      1380-602-53084 0.765020 2.812999 0.345605 0.360000 4935.701928  C    M 3.000700 2.812999 0.345605
      1380-602-53084 0.769760 2.421232 0.284784 0.360000 4948.956864  C    M 3.000700 2.421232 0.284784
      1380-602-53084 1.032270 1.357103 0.329681 0.390000 5683.039828  C    M 3.000700 1.357103 0.329681
      1380-602-53084 1.633970 1.318922 0.277907 0.250000 7365.633708  B    M 3.000700 1.318922 0.277907
      1380-460-53084 1.729400 1.321536 0.165604 0.290000 7632.494160  A  MCF 1.725200 1.321536 0.165604
      1616-466-53169 0.429520 3.634087 0.791175 0.690000 3997.509728  C    M 1.660700 3.634087 0.791175
      1616-466-53169 0.431490 5.627703 1.008739 0.690000 4003.018636  C    M 1.660700 5.627703 1.008739
      1616-466-53169 0.433100 5.079199 0.951085 0.690000 4007.520840  E    M 1.660700 5.079199 0.951085
       1616-94-53169 0.369420 4.621665 0.709790 0.570000 3829.446088  C    M 2.103000 4.621665 0.709790
        1616-2-53169 0.728550 0.328599 0.079836 0.140000 4833.717220  D    M 0.887100 0.328599 0.079836
      1616-126-53169 1.992290 1.386563 0.267688 0.150000 8367.639756  C    M 2.153000 1.386563 0.267688
      1616-126-53169 2.010590 0.723446 0.179699 0.150000 8418.813876  D    M 2.153000 0.723446 0.179699
      1616-354-53169 2.011970 0.662025 0.155048 0.220000 8422.672908  D    M 2.547700 0.662025 0.155048
       1616-64-53169 1.680550 2.121580 0.095130 0.170000 7495.890020  A  MCF 1.691300 2.121580 0.095130
      1616-586-53169 0.666820 0.877719 0.141587 0.240000 4661.095448  D    M 1.440300 0.877719 0.141587
      1616-169-53169 0.978780 0.485147 0.102588 0.240000 5533.460392  D    M 0.992800 0.485147 0.102588
      1605-434-53062 0.634810 1.277213 0.103988 0.130000 4571.582684  B    M 2.125700 1.277213 0.103988
      1605-434-53062 1.439940 0.328287 0.064346 0.120000 6823.048216  D    M 2.125700 0.328287 0.064346
      1605-434-53062 1.473490 0.387307 0.090965 0.120000 6916.867436  B    M 2.125700 0.387307 0.090965
      1605-322-53062 1.225380 0.588214 0.088524 0.130000 6223.052632  D    M 3.632200 0.588214 0.088524
      1605-322-53062 1.589020 0.558512 0.114329 0.160000 7239.935528  D    M 3.632200 0.558512 0.114329
      1605-322-53062 1.621910 0.417253 0.079713 0.160000 7331.909124  C    M 3.632200 0.417253 0.079713
      1605-322-53062 1.775610 0.546186 0.113128 0.160000 7761.715804 C*    M 3.632200 0.546186 0.113128
      1605-322-53062 2.004230 0.909384 0.169761 0.160000 8401.028772 C*    M 3.632200 0.909384 0.169761
      1605-406-53062 0.779700 1.077148 0.066303 0.100000 4976.753080  C    M 2.397900 1.077148 0.066303
      1605-475-53062 1.067930 0.379607 0.077856 0.150000 5782.759452  D    M 1.602400 0.379607 0.077856
      1605-428-53062 0.902010 0.730280 0.127234 0.190000 5318.780764  C    M 1.230800 0.730280 0.127234
      1605-354-53062 1.186790 1.199018 0.051217 0.090000 6115.139556  A    M 1.179200 1.199018 0.051217
      1605-545-53062 0.389680 1.124000 0.207962 0.250000 3886.101152  C    M 0.403500 1.124000 0.207962
      1605-381-53062 0.621000 1.059840 0.217767 0.180000 4532.964400  D    M 1.354100 1.059840 0.217767
      1605-530-53062 0.851270 0.340307 0.082106 0.080000 5176.891428  C    M 1.694500 0.340307 0.082106
      1605-207-53062 1.385250 0.584006 0.086783 0.200000 6670.113100  C    M 1.394100 0.584006 0.086783
      1605-330-53062 1.775240 0.391678 0.088281 0.110000 7760.681136  D    M 2.197100 0.391678 0.088281
      1605-212-53062 1.820890 0.612573 0.113439 0.170000 7888.336796  A   MF 1.848600 0.612573 0.113439
      1605-471-53062 0.482560 3.195149 0.675858 0.310000 4145.830784  C    M 1.690800 3.195149 0.675858
      1605-312-53062 1.067640 0.634056 0.109303 0.130000 5781.948496  C    M 1.438300 0.634056 0.109303
       1269-65-52937 1.856740 0.595084 0.133369 0.190000 7988.587736  D    M 2.321600 0.595084 0.133369
      1269-331-52937 0.376550 1.640333 0.339980 0.550000 3849.384420  D    M 1.829500 1.640333 0.339980
      1269-331-52937 0.552810 1.324695 0.236990 0.360000 4342.277884  C    M 1.829500 1.324695 0.236990
      1269-331-52937 0.793330 1.205021 0.301116 0.300000 5014.868012  D    M 1.829500 1.205021 0.301116
       1269-68-52937 1.003560 1.418475 0.201142 0.170000 5602.755184  E    M 1.702600 1.418475 0.201142
      1269-315-52937 0.503580 0.735578 0.178241 0.270000 4204.611112  C    M 1.545000 0.735578 0.178241
      1269-315-52937 0.507180 0.605104 0.102841 0.270000 4214.678152  D    M 1.545000 0.605104 0.102841
      1269-315-52937 0.940620 1.025445 0.233431 0.230000 5426.749768  D    M 1.545000 1.025445 0.233431
      1269-315-52937 0.957660 1.615704 0.249788 0.230000 5474.400424  D    M 1.545000 1.615704 0.249788
      1269-381-52937 0.568570 0.662387 0.147905 0.150000 4386.349148  D    M 1.009900 0.662387 0.147905
      1269-515-52937 1.481800 1.050044 0.103554 0.380000 6940.105520  A  MCF 1.483900 1.050044 0.103554
      1269-277-52937 0.415720 1.017150 0.138445 0.150000 3958.919408 E*    M 2.048300 1.017150 0.138445
      1269-277-52937 0.517430 0.349934 0.065901 0.150000 4243.341252  C    M 2.048300 0.349934 0.065901
      1269-277-52937 0.564360 1.740009 0.095247 0.110000 4374.576304  E    M 2.048300 1.740009 0.095247
      1269-277-52937 0.622590 0.958344 0.226182 0.110000 4537.410676  E    M 2.048300 0.958344 0.226182
      1269-277-52937 1.169690 0.299121 0.045168 0.080000 6067.321116 C*    M 2.048300 0.299121 0.045168
      1269-277-52937 2.018150 0.475457 0.093435 0.080000 8439.954660 C*   MC 2.048300 0.475457 0.093435
      1269-318-52937 0.651220 0.510532 0.122939 0.210000 4617.471608  D    M 2.100400 0.510532 0.122939
       1020-66-52721 1.788850 1.885724 0.294387 0.280000 7798.740140  C    M 2.288800 1.885724 0.294387
      1020-559-52721 1.526250 0.512222 0.116774 0.240000 7064.405500  C    M 3.654600 0.512222 0.116774
      1020-392-52721 1.343080 0.513000 0.100295 0.230000 6552.188912  C    M 1.509000 0.513000 0.100295
      1020-468-52721 0.842080 0.714410 0.144945 0.230000 5151.192512  C    M 3.142400 0.714410 0.144945
      1020-468-52721 0.842940 1.215449 0.138366 0.230000 5153.597416  C    M 3.142400 1.215449 0.138366
      1020-637-52721 1.617770 0.754841 0.125297 0.240000 7320.332028  D    M 2.471200 0.754841 0.125297
      1020-323-52721 1.589970 1.205419 0.252126 0.290000 7242.592108  D    M 2.385500 1.205419 0.252126
      1020-490-52721 0.578470 0.853992 0.213498 0.300000 4414.033508  D    M 1.936400 0.853992 0.213498
      1020-171-52721 1.313170 0.638085 0.131854 0.230000 6468.548588 C*    M 1.698200 0.638085 0.131854
      1379-339-53084 1.211240 5.907545 0.434146 0.440000 6183.511536  C    M 3.098900 5.907545 0.434146
      1379-339-53084 1.974000 1.157364 0.287155 0.440000 8316.493600  C    M 3.098900 1.157364 0.287155
      1379-239-53084 0.424390 0.666250 0.115839 0.380000 3983.164196 E*    M 1.588800 0.666250 0.115839
      1379-239-53084 1.208050 0.505876 0.121374 0.170000 6174.591020  D    M 1.588800 0.505876 0.121374
      1379-631-53084 0.472080 0.571980 0.135862 0.260000 4116.524512  D    M 0.610600 0.571980 0.135862
       1379-65-53084 1.150650 0.778369 0.156697 0.160000 6014.077660  C    M 1.665700 0.778369 0.156697
       1379-68-53084 0.494310 1.584009 0.315196 0.310000 4178.688484  C    M 1.710100 1.584009 0.315196
      1379-419-53084 1.790720 0.991500 0.080624 0.450000 7803.969408  A    F 3.971500 0.991500 0.080624
      1379-173-53084 0.937990 1.819927 0.287927 0.270000 5419.395236  C    M 2.885100 1.819927 0.287927
      1379-173-53084 1.143190 2.871887 0.245429 0.310000 5993.216516  C    M 2.885100 2.871887 0.245429
       1379-78-53084 1.003460 2.726284 0.106316 0.210000 5602.475544  A   MF 1.009000 2.726284 0.106316
       1379-64-53084 1.674920 0.540577 0.084115 0.160000 7480.146288  A   MC 1.677200 0.540577 0.084115
      1379-328-53084 0.692550 0.342087 0.057310 0.130000 4733.046820  C    M 0.701900 0.342087 0.057310
      1379-328-53084 0.694930 0.651944 0.073749 0.130000 4739.702252  C    M 0.701900 0.651944 0.073749
      1379-602-53084 1.045650 0.816855 0.091902 0.220000 5720.455660  A   MF 1.043800 0.816855 0.091902
      1379-323-53084 0.705950 0.510566 0.089686 0.160000 4770.518580  C    M 0.920700 0.510566 0.089686
       457-347-51901 0.685170 1.319155 0.145386 0.270000 4712.409388  C    M 2.078900 1.319155 0.145386
        457-78-51901 1.787550 2.332155 0.246453 0.250000 7795.104820  D    M 2.044800 2.332155 0.246453
        457-78-51901 2.015390 1.421043 0.338265 0.250000 8432.236596  D    M 2.044800 1.421043 0.338265
       457-318-51901 0.619510 1.412773 0.281567 0.350000 4528.797764  B    M 1.645200 1.412773 0.281567
       457-318-51901 1.232080 0.499982 0.123203 0.280000 6241.788512  C    M 1.645200 0.499982 0.123203
       457-488-51901 0.777430 1.085275 0.248111 0.320000 4970.405252  D    M 1.073400 1.085275 0.248111
       457-603-51901 0.759330 0.921373 0.081281 0.170000 4919.790412  E    M 2.217600 0.921373 0.081281
       457-542-51901 1.747290 1.168060 0.244241 0.230000 7682.521756  D    M 1.904500 1.168060 0.244241
       457-542-51901 1.893290 2.225494 0.199081 0.230000 8090.796156  A   MC 1.904500 2.225494 0.199081
       457-547-51901 1.010800 1.156754 0.194947 0.250000 5623.001120  C    M 1.023000 1.156754 0.194947
       457-354-51901 1.432980 1.636265 0.062475 0.120000 6803.585272  A   MF 1.459200 1.636265 0.062475
       457-453-51901 0.748140 1.122908 0.270001 0.270000 4888.498696  E    M 2.824400 1.122908 0.270001
        457-94-51901 0.646040 0.938616 0.175573 0.440000 4602.986256  D    M 1.989000 0.938616 0.175573
        457-32-51901 0.871070 0.506662 0.061997 0.130000 5232.260148  C    M 0.882600 0.506662 0.061997
       457-263-51901 0.801220 0.403615 0.095491 0.280000 5036.931608  D    M 0.917400 0.403615 0.095491
       457-323-51901 0.478190 2.140456 0.262483 0.280000 4133.610516  C    M 1.846200 2.140456 0.262483
       457-164-51901 0.380240 3.258854 0.303570 0.360000 3859.703136  C    M 2.093900 3.258854 0.303570
       457-247-51901 0.463150 1.178280 0.097051 0.110000 4091.552660  C    M 2.296000 1.178280 0.097051
       457-305-51901 0.388330 0.372390 0.070588 0.150000 3882.326012  D    M 0.973200 0.372390 0.070588
       457-317-51901 1.000930 2.038552 0.295862 0.340000 5595.400652  C    M 1.561900 2.038552 0.295862
       457-317-51901 1.315510 1.260198 0.220254 0.340000 6475.092164 C*    M 1.561900 1.260198 0.220254
        457-35-51901 0.407480 0.776565 0.191122 0.610000 3935.877072  D    M 1.551900 0.776565 0.191122
       844-419-52378 1.022690 6.047887 0.343602 0.280000 5656.250316  B    M 2.713100 6.047887 0.343602
       844-315-52378 1.556480 0.905151 0.151771 0.180000 7148.940672  C    M 1.762000 0.905151 0.151771
       844-634-52378 0.553930 1.843712 0.402850 0.420000 4345.409852  D    M 1.667400 1.843712 0.402850
       844-634-52378 0.679820 1.733519 0.291103 0.420000 4697.448648  B   MF 1.667400 1.733519 0.291103
       844-634-52378 0.684740 1.454824 0.292627 0.420000 4711.206936  D    M 1.667400 1.454824 0.292627
       844-634-52378 1.145330 1.444067 0.324426 0.290000 5999.200812 C*    M 1.667400 1.444067 0.324426
        844-46-52378 0.795570 1.041452 0.118625 0.240000 5021.131948  C    M 0.795100 1.041452 0.118625
        844-28-52378 0.371360 0.612531 0.149487 0.160000 3834.871104 D*    M 1.736100 0.612531 0.149487
       844-608-52378 0.859490 0.430763 0.105405 0.180000 5199.877836  B    M 2.662000 0.430763 0.105405
       844-608-52378 0.991670 0.812886 0.099414 0.180000 5569.505988  D    M 2.662000 0.812886 0.099414
       844-608-52378 1.265360 0.645813 0.107709 0.150000 6334.852704  C    M 2.662000 0.645813 0.107709
       844-105-52378 0.554040 1.176289 0.097166 0.190000 4345.717456  C    M 0.555400 1.176289 0.097166
       844-296-52378 0.779580 0.878297 0.201171 0.320000 4976.417512 C*    M 0.916000 0.878297 0.201171
       844-604-52378 1.091740 0.995344 0.236167 0.410000 5849.341736 C*    M 3.102400 0.995344 0.236167
       844-408-52378 0.690770 0.682529 0.165014 0.260000 4728.069228  D    M 2.093200 0.682529 0.165014
      1324-620-53088 0.986440 0.569360 0.128874 0.160000 5554.880816  D    M 2.126300 0.569360 0.128874
      1324-620-53088 1.442990 0.659028 0.156775 0.180000 6831.577236  C    M 2.126300 0.659028 0.156775
      1324-449-53088 0.480620 0.676068 0.158042 0.190000 4140.405768  C    M 1.569800 0.676068 0.158042
      1324-466-53088 0.904110 0.711619 0.139173 0.120000 5324.653204  D    M 2.342200 0.711619 0.139173
      1324-446-53088 1.608440 0.942709 0.186702 0.190000 7294.241616  D    M 1.911800 0.942709 0.186702
      1324-410-53088 1.039940 0.819632 0.175005 0.170000 5704.488216  D    M 3.184100 0.819632 0.175005
      1324-621-53088 1.599040 1.043462 0.124661 0.210000 7267.955456  C    M 1.819500 1.043462 0.124661
      1324-621-53088 1.655710 0.999356 0.078698 0.210000 7426.427444 C*    M 1.819500 0.999356 0.078698
      1324-482-53088 1.040490 0.167117 0.039696 0.090000 5706.026236  D    M 1.028300 0.167117 0.039696
      1324-106-53088 0.627910 0.710113 0.167085 0.240000 4552.287524  C    M 2.312400 0.710113 0.167085
      1324-605-53088 1.808950 0.566404 0.122466 0.150000 7854.947780 C*    M 1.848500 0.566404 0.122466
       1324-88-53088 1.233440 0.338491 0.076116 0.110000 6245.591616  C    M 4.051100 0.338491 0.076116
       1324-88-53088 2.012640 1.639094 0.329611 0.330000 8424.546496  C    M 4.051100 1.639094 0.329611
      1324-145-53088 1.596490 0.409784 0.068554 0.080000 7260.824636  B   MC 1.676500 0.409784 0.068554
      1324-474-53088 1.333240 3.739864 0.273440 0.310000 6524.672336  B    M 3.195700 3.739864 0.273440
      1324-455-53088 1.819320 1.557468 0.242257 0.300000 7883.946448  C    M 3.195100 1.557468 0.242257
      1324-146-53088 1.174130 0.739146 0.120048 0.210000 6079.737132 C*    M 2.090300 0.739146 0.120048
      1324-180-53088 1.411570 0.937149 0.127303 0.200000 6743.714348  C    M 3.275100 0.937149 0.127303
       388-303-51793 0.632550 0.342409 0.082693 0.190000 4565.262820  D    M 2.182100 0.342409 0.082693
       388-303-51793 1.451560 0.376087 0.088107 0.160000 6855.542384  D    M 2.182100 0.376087 0.088107
       388-303-51793 1.828140 1.499219 0.231247 0.160000 7908.610696  B    M 2.182100 1.499219 0.231247
       388-303-51793 1.835030 0.790821 0.190827 0.160000 7927.877892 E*    M 2.182100 0.790821 0.190827
       388-303-51793 2.021590 1.293690 0.232659 0.160000 8449.574276 C*    M 2.182100 1.293690 0.232659
       388-463-51793 1.484430 0.818699 0.195216 0.210000 6947.460052  D    M 2.035900 0.818699 0.195216
       388-624-51793 0.558160 0.454382 0.098193 0.270000 4357.238624  D    M 2.168600 0.454382 0.098193
       388-624-51793 1.878730 0.677382 0.152845 0.180000 8050.080572  C    M 2.168600 0.677382 0.152845
       388-289-51793 0.384310 4.802393 1.168091 0.700000 3871.084484  D    M 1.297500 4.802393 1.168091
       388-289-51793 1.292900 0.518557 0.108596 0.360000 6411.865560  B    M 1.297500 0.518557 0.108596
        388-83-51793 1.471750 1.265905 0.288460 0.320000 6912.001700 C*    M 2.901300 1.265905 0.288460
        388-83-51793 1.643770 0.859379 0.173616 0.320000 7393.038428 C*    M 2.901300 0.859379 0.173616
       387-514-51791 0.567250 0.594034 0.143564 0.210000 4382.657900  C    M 0.936100 0.594034 0.143564
       387-514-51791 0.585510 0.789021 0.161462 0.210000 4433.720164  C    M 0.936100 0.789021 0.161462
       387-111-51791 1.054910 0.575208 0.118740 0.130000 5746.350324  A   MF 1.658000 0.575208 0.118740
       387-343-51791 0.468020 0.490457 0.121933 0.180000 4105.171128  D    M 1.048600 0.490457 0.121933
        387-98-51791 1.413740 1.484004 0.287106 0.360000 6749.782536  D    M 2.108900 1.484004 0.287106
        387-98-51791 1.742540 0.949485 0.220598 0.360000 7669.238856  D    M 2.108900 0.949485 0.220598
        387-98-51791 1.821130 2.484111 0.349151 0.360000 7889.007932  B    M 2.108900 2.484111 0.349151
        387-98-51791 1.827630 2.463547 0.277618 0.360000 7907.184532  E    M 2.108900 2.463547 0.277618
        387-98-51791 1.831730 2.684931 0.396577 0.360000 7918.649772  C    M 2.108900 2.684931 0.396577
        387-93-51791 1.886310 1.002664 0.104978 0.190000 8071.277284  A   MC 1.892900 1.002664 0.104978
       387-246-51791 0.758800 2.953718 0.641346 0.140000 4918.308320  D    M 2.993900 2.953718 0.641346
       387-246-51791 1.152620 1.410839 0.159341 0.220000 6019.586568  B    M 2.993900 1.410839 0.159341
       387-167-51791 1.472310 0.358774 0.080492 0.190000 6913.567684 C*    M 2.135100 0.358774 0.080492
       387-167-51791 1.791660 1.762392 0.142209 0.190000 7806.598024  B    M 2.135100 1.762392 0.142209
       387-167-51791 1.795020 1.832545 0.158496 0.190000 7815.993928  C    M 2.135100 1.832545 0.158496
       387-167-51791 1.850910 1.281345 0.282015 0.190000 7972.284724  D    M 2.135100 1.281345 0.282015
       387-167-51791 1.959560 2.766290 0.221992 0.190000 8276.113584  C    M 2.135100 2.766290 0.221992
       387-167-51791 1.964300 1.689438 0.240866 0.190000 8289.368520  B    M 2.135100 1.689438 0.240866
       387-167-51791 1.970230 2.004222 0.183824 0.190000 8305.951172  E    M 2.135100 2.004222 0.183824
       387-472-51791 1.982480 1.110485 0.162281 0.100000 8340.207072  A   MC 2.035300 1.110485 0.162281
       387-467-51791 0.863130 0.359610 0.077826 0.170000 5210.056732  D    M 0.863400 0.359610 0.077826
