# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
        757-89-52238 1.779630 0.738228 0.147502 0.230000 7772.957332  D    M 1.802500 0.738228 0.147502
       757-582-52238 1.410530 0.557554 0.101223 0.150000 6740.806092 E*    M 2.188200 0.557554 0.101223
       757-582-52238 1.611670 0.420421 0.079643 0.150000 7303.273988  C    M 2.188200 0.420421 0.079643
       757-582-52238 1.779520 1.284394 0.164777 0.150000 7772.649728  C    M 2.188200 1.284394 0.164777
       757-582-52238 1.784440 0.917958 0.083320 0.150000 7786.408016  B    M 2.188200 0.917958 0.083320
       757-582-52238 1.846150 1.098326 0.128595 0.150000 7958.973860  A   MF 2.188200 1.098326 0.128595
       757-614-52238 1.315770 0.199070 0.043614 0.160000 6475.819228  D    M 1.961700 0.199070 0.043614
       757-614-52238 1.641760 1.133335 0.157471 0.160000 7387.417664  A   MC 1.961700 1.133335 0.157471
       757-614-52238 1.814950 1.049397 0.216345 0.160000 7871.726180  B    M 1.961700 1.049397 0.216345
       757-614-52238 1.859580 0.938949 0.157016 0.160000 7996.529512  B   MC 1.961700 0.938949 0.157016
       757-297-52238 1.377900 0.343580 0.074435 0.140000 6649.559560  C    M 1.667500 0.343580 0.074435
       757-179-52238 1.332460 0.354990 0.088319 0.160000 6522.491144  C    M 2.364800 0.354990 0.088319
        757-20-52238 1.237600 0.709242 0.154630 0.140000 6257.224640  C    M 3.313700 0.709242 0.154630
       757-523-52238 0.747870 1.145394 0.060073 0.110000 4887.743668  C    M 2.184400 1.145394 0.060073
       757-474-52238 0.497380 0.820099 0.197679 0.250000 4187.273432  C    M 0.983200 0.820099 0.197679
       757-474-52238 0.891650 0.860624 0.140618 0.250000 5289.810060  C    M 0.983200 0.860624 0.140618
      1323-320-52797 0.599050 1.973046 0.221381 0.260000 4471.583420  C    M 1.953800 1.973046 0.221381
      1323-320-52797 1.449160 0.537735 0.118000 0.190000 6848.831024  D    M 1.953800 0.537735 0.118000
      1323-615-52797 1.660860 0.783957 0.168742 0.400000 7440.828904  C    M 1.636100 0.783957 0.168742
      1323-577-52797 1.356680 1.587403 0.232106 0.310000 6590.219952  D    M 1.754300 1.587403 0.232106
      1323-577-52797 1.678350 0.717233 0.155320 0.310000 7489.737940  C    M 1.754300 0.717233 0.155320
      1323-604-52797 0.723630 1.782865 0.228587 0.220000 4819.958932  C    M 2.896600 1.782865 0.228587
      1323-604-52797 0.728460 0.882867 0.156787 0.220000 4833.465544  D    M 2.896600 0.882867 0.156787
       1323-91-52797 1.706310 0.803308 0.098658 0.100000 7567.925284  A   MC 2.072500 0.803308 0.098658
       1323-35-52797 1.602750 1.997118 0.211315 0.290000 7278.330100  C    M 1.683300 1.997118 0.211315
      1323-637-52797 1.209480 0.440375 0.096403 0.290000 6178.589872 C*    M 1.684900 0.440375 0.096403
      1323-637-52797 1.503300 0.415851 0.095474 0.290000 7000.228120  D    M 1.684900 0.415851 0.095474
       556-578-51991 0.877730 0.236456 0.053256 0.110000 5250.884172  C    M 1.304000 0.236456 0.053256
       556-522-51991 1.476480 1.792463 0.090047 0.090000 6925.228672  E    M 4.002100 1.792463 0.090047
       556-251-51991 0.603180 0.659938 0.126623 0.210000 4483.132552 C*    M 0.878200 0.659938 0.126623
       556-439-51991 0.450020 1.744804 0.422063 0.740000 4054.835928  D    M 1.935000 1.744804 0.422063
       556-439-51991 1.318450 6.917984 0.298475 0.260000 6483.313580  A   MF 1.935000 6.917984 0.298475
       556-625-51991 0.466300 1.358521 0.312351 0.320000 4100.361320  D    M 1.110600 1.358521 0.312351
       556-328-51991 0.552760 0.553852 0.117211 0.240000 4342.138064  D    M 1.190000 0.553852 0.117211
       556-328-51991 0.842350 0.473309 0.099872 0.240000 5151.947540  B    M 1.190000 0.473309 0.099872
       556-328-51991 0.847250 0.704290 0.140208 0.240000 5165.649900  C    M 1.190000 0.704290 0.140208
       556-328-51991 0.852470 0.822685 0.180840 0.240000 5180.247108  C    M 1.190000 0.822685 0.180840
       556-328-51991 1.007820 0.541383 0.128000 0.240000 5614.667848  B    M 1.190000 0.541383 0.128000
       556-328-51991 1.008070 0.548288 0.110554 0.240000 5615.366948  B    M 1.190000 0.548288 0.110554
       556-328-51991 1.025830 1.107694 0.181160 0.240000 5665.031012  B    M 1.190000 1.107694 0.181160
       556-328-51991 1.032080 0.599878 0.134837 0.240000 5682.508512 E*    M 1.190000 0.599878 0.134837
       556-328-51991 1.048730 2.596243 0.266507 0.240000 5729.068572  B    M 1.190000 2.596243 0.266507
       556-110-51991 0.414660 3.642571 0.298305 0.220000 3955.955224  B    M 2.214100 3.642571 0.298305
       556-110-51991 0.564890 1.060138 0.256248 0.300000 4376.058396  D    M 2.214100 1.060138 0.256248
        556-45-51991 1.595180 2.630261 0.165692 0.170000 7257.161352  A   MF 2.248800 2.630261 0.165692
       556-321-51991 0.553120 0.521531 0.126198 26.200000 4343.144768  D    M 1.343700 0.521531 0.126198
       556-321-51991 0.735260 1.020020 0.252988 0.240000 4852.481064  B    M 1.343700 1.020020 0.252988
       556-321-51991 0.824270 0.497185 0.078936 0.240000 5101.388628  D    M 1.343700 0.497185 0.078936
       556-321-51991 0.865470 2.518400 0.190301 0.240000 5216.600308  C    M 1.343700 2.518400 0.190301
       556-321-51991 0.870670 2.050068 0.177477 0.240000 5231.141588  C    M 1.343700 2.050068 0.177477
       556-321-51991 1.149530 1.057906 0.182365 0.240000 6010.945692  C    M 1.343700 1.057906 0.182365
       556-274-51991 1.437140 0.549414 0.092732 0.180000 6815.218296  D    M 1.827400 0.549414 0.092732
       556-531-51991 1.050570 0.533510 0.122893 0.190000 5734.213948  D    M 1.146400 0.533510 0.122893
       556-333-51991 0.875370 0.905955 0.138639 0.150000 5244.284668  C    M 2.983700 0.905955 0.138639
       556-333-51991 1.040410 0.938537 0.142128 0.170000 5705.802524  B    M 2.983700 0.938537 0.142128
       556-333-51991 1.083160 0.644214 0.091688 0.170000 5825.348624  D    M 2.983700 0.644214 0.091688
       556-607-51991 0.589310 0.714146 0.166110 0.180000 4444.346484  D    M 1.008000 0.714146 0.166110
       556-596-51991 1.777610 1.418126 0.330860 0.210000 7767.308604  B    M 1.931700 1.418126 0.330860
       556-596-51991 1.783090 1.889986 0.297870 0.210000 7782.632876 C*    M 1.931700 1.889986 0.297870
       556-596-51991 1.799410 1.098446 0.266128 0.210000 7828.270124 C*    M 1.931700 1.098446 0.266128
       556-401-51991 0.787730 0.521891 0.102924 0.140000 4999.208172  D    M 1.772700 0.521891 0.102924
       735-269-52519 1.367320 0.915804 0.067165 0.110000 6619.973648  C    M 1.377200 0.915804 0.067165
       735-318-52519 1.347410 0.872451 0.173809 0.190000 6564.297324 E*    M 1.425000 0.872451 0.173809
       735-501-52519 0.384570 0.727302 0.165394 0.180000 3871.811548  D    M 0.814100 0.727302 0.165394
       735-310-52519 1.290620 0.878365 0.193397 0.490000 6405.489768 C*    M 1.350300 0.878365 0.193397
       735-491-52519 1.612750 0.616974 0.151182 0.190000 7306.294100  D    M 2.263200 0.616974 0.151182
       735-390-52519 0.903460 1.123743 0.212770 0.180000 5322.835544  B    M 1.980100 1.123743 0.212770
       735-390-52519 1.754650 1.275298 0.252664 0.170000 7703.103260  D    M 1.980100 1.275298 0.252664
       735-390-52519 1.820850 0.702271 0.171934 0.170000 7888.224940  D    M 1.980100 0.702271 0.171934
       735-500-52519 1.560750 0.240555 0.041394 0.130000 7160.881300  C    M 1.971700 0.240555 0.041394
       735-500-52519 1.683400 0.362600 0.064098 0.130000 7503.859760  A   MC 1.971700 0.362600 0.064098
       735-415-52519 1.396820 0.409292 0.066338 0.300000 6702.467448  C    M 1.390500 0.409292 0.066338
       735-354-52519 0.591090 1.679980 0.159010 0.460000 4449.324076  B    M 0.592100 1.679980 0.159010
       735-174-52519 1.806290 1.051923 0.242313 0.210000 7847.509356  D    M 3.228000 1.051923 0.242313
       735-396-52519 1.277630 0.600185 0.110641 0.160000 6369.164532  D    M 1.503000 0.600185 0.110641
       735-396-52519 1.471440 0.499709 0.107630 0.160000 6911.134816  B    M 1.503000 0.499709 0.107630
       443-511-51873 0.618510 1.082477 0.238491 0.260000 4526.001364  B    M 2.436200 1.082477 0.238491
       443-511-51873 0.893140 1.092893 0.130999 0.250000 5293.976696  C    M 2.436200 1.092893 0.130999
       443-178-51873 1.983060 1.292968 0.287624 0.270000 8341.828984 C*    M 2.442000 1.292968 0.287624
       443-456-51873 1.609130 0.636994 0.139510 0.200000 7296.171132  D    M 1.835300 0.636994 0.139510
       443-165-51873 0.913580 0.097723 0.018813 0.080000 5351.135112  C    M 1.801600 0.097723 0.018813
        443-51-51873 1.609350 1.177305 0.209248 0.200000 7296.786340  C    M 2.362400 1.177305 0.209248
       443-318-51873 0.779750 0.265768 0.050007 0.200000 4976.892900  D    M 1.648800 0.265768 0.050007
       443-318-51873 0.948030 0.483565 0.120635 0.170000 5447.471092  B    M 1.648800 0.483565 0.120635
         443-4-51873 0.986040 0.800085 0.111780 0.150000 5553.762256  D    M 1.549100 0.800085 0.111780
         443-4-51873 1.526070 0.416457 0.032461 0.150000 7063.902148  C    M 1.549100 0.416457 0.032461
         443-4-51873 1.561180 0.310404 0.070280 0.180000 7162.083752  C    M 1.549100 0.310404 0.070280
         443-4-51873 1.570740 0.598660 0.108918 0.180000 7188.817336 C*    M 1.549100 0.598660 0.108918
       536-468-52024 0.645580 1.703351 0.281360 0.290000 4601.699912  D    M 2.033100 1.703351 0.281360
       536-587-52024 1.479140 1.258098 0.119800 0.150000 6932.667096  E    M 2.829900 1.258098 0.119800
       536-587-52024 1.839580 1.092063 0.223625 0.260000 7940.601512  D    M 2.829900 1.092063 0.223625
       536-503-52024 0.771300 0.576977 0.128719 0.180000 4953.263320  B    M 0.819300 0.576977 0.128719
       536-220-52024 0.546530 0.954395 0.236012 0.270000 4324.716492  D    M 0.927000 0.954395 0.236012
       536-319-52024 0.536570 1.479269 0.232336 0.300000 4296.864348  C    M 1.152700 1.479269 0.232336
       536-319-52024 0.613940 1.203886 0.262092 0.300000 4513.221816  B    M 1.152700 1.203886 0.262092
       536-324-52024 0.698680 0.560435 0.111852 0.170000 4750.188752  C    M 1.765500 0.560435 0.111852
       536-324-52024 1.464200 0.252009 0.052755 0.170000 6890.888880  C    M 1.765500 0.252009 0.052755
       536-467-52024 0.891040 1.548354 0.377041 0.330000 5288.104256  D    M 1.485200 1.548354 0.377041
       536-572-52024 1.778490 1.361891 0.310600 0.240000 7769.769436  C    M 2.331300 1.361891 0.310600
        536-67-52024 0.888240 0.442740 0.088442 0.190000 5280.274336  D    M 1.398200 0.442740 0.088442
        536-12-52024 0.904720 0.596938 0.129678 0.320000 5326.359008  D    M 1.556600 0.596938 0.129678
       536-398-52024 1.786350 0.869596 0.174422 0.180000 7791.749140  D    M 2.045100 0.869596 0.174422
       536-398-52024 1.794770 1.058048 0.128096 0.180000 7815.294828  A    M 2.045100 1.058048 0.128096
       536-398-52024 1.795460 1.276355 0.165626 0.180000 7817.224344  A    M 2.045100 1.276355 0.165626
       536-398-52024 1.812730 1.200257 0.213671 0.180000 7865.518172  A    M 2.045100 1.200257 0.213671
       536-236-52024 1.098060 0.988532 0.246418 0.310000 5867.014984  C    M 1.367400 0.988532 0.246418
       536-628-52024 0.460240 0.897113 0.211609 0.270000 4083.415136  D    M 1.053500 0.897113 0.211609
       373-313-51788 1.700470 0.526205 0.123682 0.140000 7551.594308  D    M 1.912500 0.526205 0.123682
       373-147-51788 0.455560 3.606172 0.262442 0.380000 4070.327984  C    M 1.633400 3.606172 0.262442
       373-447-51788 0.867160 0.764262 0.137642 0.200000 5221.326224  D    M 2.903000 0.764262 0.137642
       373-447-51788 1.271290 0.265048 0.047110 0.150000 6351.435356 C*    M 2.903000 0.265048 0.047110
       373-526-51788 0.550620 1.612903 0.296656 0.400000 4336.153768  C    M 1.920900 1.612903 0.296656
       373-273-51788 1.629590 0.829787 0.171510 0.340000 7353.385476  D    M 1.836900 0.829787 0.171510
       373-328-51788 0.629880 1.568214 0.325791 0.600000 4557.796432  D    M 1.658100 1.568214 0.325791
       373-298-51788 1.747480 0.407646 0.090265 0.110000 7683.053072  C    M 1.864000 0.407646 0.090265
       1004-42-52723 1.789380 0.866501 0.200403 0.290000 7800.222232  C    M 1.892800 0.866501 0.200403
      1004-550-52723 1.599300 1.198015 0.228138 0.230000 7268.682520  C    M 1.665100 1.198015 0.228138
      1004-550-52723 1.612140 0.890075 0.155811 0.230000 7304.588296  D    M 1.665100 0.890075 0.155811
      1004-494-52723 0.947700 0.446167 0.089336 0.120000 5446.548280  C    M 1.587500 0.446167 0.089336
      1004-308-52723 1.999390 1.253255 0.248050 0.270000 8387.494196  C    M 2.590600 1.253255 0.248050
      1004-548-52723 1.215710 0.879176 0.136751 0.140000 6196.011444  C    M 3.496700 0.879176 0.136751
      1004-603-52723 1.961480 1.688683 0.218472 0.170000 8281.482672  D    M 2.027600 1.688683 0.218472
      1004-603-52723 1.968820 1.047891 0.192669 0.170000 8302.008248  C    M 2.027600 1.047891 0.192669
      1004-389-52723 0.459530 0.609100 0.039054 0.100000 4081.429692  E    M 1.633400 0.609100 0.039054
      1004-154-52723 1.036770 1.064430 0.147783 0.170000 5695.623628  E    M 2.879700 1.064430 0.147783
      1004-173-52723 0.756750 0.698449 0.159385 0.190000 4912.575700  C    M 2.113400 0.698449 0.159385
      1004-173-52723 1.966010 1.484823 0.222521 0.180000 8294.150364  C    M 2.113400 1.484823 0.222521
      1004-173-52723 1.985960 2.603183 0.384801 0.180000 8349.938544  D    M 2.113400 2.603183 0.384801
      1004-136-52723 1.417990 0.574444 0.074028 0.230000 6761.667236  C    M 1.416700 0.574444 0.074028
      1004-114-52723 1.844900 2.085486 0.313895 0.230000 7955.478360  C    M 1.899400 2.085486 0.313895
      1004-272-52723 0.421230 2.312785 0.462979 0.430000 3974.327572  C    M 1.596300 2.312785 0.462979
      1004-272-52723 1.583190 1.621638 0.128910 0.190000 7223.632516  A   MC 1.596300 1.621638 0.128910
      1004-272-52723 1.601390 0.628510 0.091874 0.270000 7274.526996  B    M 1.596300 0.628510 0.091874
        335-55-52000 0.507290 5.476053 1.034307 0.730000 4214.985756  C    M 1.781500 5.476053 1.034307
        335-55-52000 0.509800 2.046629 0.496755 0.730000 4222.004720  D    M 1.781500 2.046629 0.496755
       335-265-52000 1.308060 1.006040 0.072788 0.220000 6454.258984  C    M 3.192100 1.006040 0.072788
       335-585-52000 1.003730 0.487591 0.106302 0.170000 5603.230572  C    M 3.069700 0.487591 0.106302
       335-324-52000 0.861270 0.212758 0.047280 0.100000 5204.855428  C    M 1.015200 0.212758 0.047280
       335-518-52000 1.365220 1.243859 0.084982 0.200000 6614.101208  A   MF 1.371100 1.243859 0.084982
       335-144-52000 0.655140 1.570260 0.115398 0.150000 4628.433496  C    M 1.314800 1.570260 0.115398
       335-341-52000 1.806480 1.071805 0.250848 0.220000 7848.040672  E    M 4.276800 1.071805 0.250848
       335-341-52000 1.818040 1.072377 0.202623 0.220000 7880.367056  D    M 4.276800 1.072377 0.202623
       335-341-52000 1.982050 1.996613 0.229037 0.350000 8339.004620  C    M 4.276800 1.996613 0.229037
       335-268-52000 1.269130 0.453037 0.097835 0.200000 6345.395132 C*    M 1.500500 0.453037 0.097835
       335-421-52000 1.673750 0.638429 0.090136 0.150000 7476.874500  C   MC 1.868400 0.638429 0.090136
       335-421-52000 1.868950 1.436065 0.108053 0.150000 8022.731780  A  MCF 1.868400 1.436065 0.108053
       794-490-52376 0.897140 0.846010 0.205045 0.280000 5305.162296 C*    M 1.900600 0.846010 0.205045
       794-490-52376 1.625980 0.965735 0.206780 0.240000 7343.290472  C    M 1.900600 0.965735 0.206780
       794-530-52376 1.144520 2.517580 0.152015 0.270000 5996.935728  A    M 1.154800 2.517580 0.152015
       794-598-52376 0.804850 3.220212 0.555725 0.480000 5047.082540  C    M 2.536600 3.220212 0.555725
       794-598-52376 0.834340 2.980364 0.495546 0.480000 5129.548376  C    M 2.536600 2.980364 0.495546
       794-598-52376 1.980720 1.445624 0.218068 0.380000 8335.285408  C    M 2.536600 1.445624 0.218068
       794-163-52376 1.856140 1.435154 0.306358 0.250000 7986.909896  C    M 3.385800 1.435154 0.306358
       794-213-52376 1.279750 0.406185 0.081588 0.220000 6375.092900  D    M 1.936100 0.406185 0.081588
       794-213-52376 1.957730 1.327369 0.123405 0.420000 8270.996172  D    M 1.936100 1.327369 0.123405
       794-286-52376 1.971390 1.787379 0.276302 0.320000 8309.194996  C    M 3.580000 1.787379 0.276302
       794-145-52376 0.391780 3.517079 0.617195 0.300000 3891.973592  C    M 0.833900 3.517079 0.617195
       794-488-52376 1.864500 0.456275 0.044685 0.060000 8010.287800  A   MC 1.876100 0.456275 0.044685
       794-556-52376 0.712400 1.274235 0.104532 0.170000 4788.555360  C    M 0.707100 1.274235 0.104532
       794-407-52376 0.848520 0.803345 0.141194 0.170000 5169.201328  E    M 2.927100 0.803345 0.141194
       794-316-52376 1.122870 1.816409 0.313726 0.350000 5936.393668  D    M 1.369000 1.816409 0.313726
       794-316-52376 1.280890 1.717312 0.277962 0.350000 6378.280796  C    M 1.369000 1.717312 0.277962
        794-19-52376 0.568960 0.744442 0.174001 0.240000 4387.439744  D    M 1.785700 0.744442 0.174001
       794-130-52376 1.510450 0.555279 0.111932 0.220000 7020.222380  C    M 1.714500 0.555279 0.111932
       794-391-52376 1.172960 0.876684 0.184541 0.200000 6076.465344  D    M 3.698800 0.876684 0.184541
       794-391-52376 1.689010 0.581627 0.136110 0.280000 7519.547564  D    M 3.698800 0.581627 0.136110
       794-405-52376 1.181110 0.643250 0.118288 0.310000 6099.256004  C    M 1.182200 0.643250 0.118288
       794-405-52376 1.186290 0.489414 0.107488 0.230000 6113.741356 E*    M 1.182200 0.489414 0.107488
        907-18-52373 0.418980 1.715317 0.412268 0.800000 3968.035672  C    M 1.950000 1.715317 0.412268
        907-18-52373 0.884940 0.954407 0.231838 0.340000 5271.046216  C    M 1.950000 0.954407 0.231838
        907-54-52373 0.550910 1.028428 0.132825 0.160000 4336.964724  D    M 1.134500 1.028428 0.132825
       907-129-52373 1.190010 0.170775 0.042466 0.120000 6124.143964  D    M 1.514100 0.170775 0.042466
       907-129-52373 1.512330 3.396051 0.063288 0.120000 7025.479612  A  MCF 1.514100 3.396051 0.063288
       907-322-52373 1.905260 2.227339 0.162464 0.410000 8124.269064  B    M 1.896400 2.227339 0.162464
